esteira_id,id,v_rolo,v_esteira,data,hora
2,96,11.81,8.32,2022-05-17,11:36:58
2,97,13.48,4.29,2022-05-17,11:37:58
2,98,3.1,15.99,2022-05-17,11:38:58
2,99,4.52,16.5,2022-05-17,11:39:58
2,100,18.61,4.61,2022-05-17,11:40:58
2,101,2.69,18.21,2022-05-17,11:41:58
2,102,4.55,12.85,2022-05-17,11:42:58
2,103,5.27,4.14,2022-05-17,11:43:58
2,104,18.34,16.68,2022-05-17,11:44:58
2,105,19.62,10.74,2022-05-17,11:45:58
2,106,15.07,9.28,2022-05-17,11:46:58
2,107,17.53,6.65,2022-05-17,11:47:58
2,108,17.38,4.58,2022-05-17,11:48:58
2,109,9.3,17.36,2022-05-17,11:49:58
2,110,5.83,5.43,2022-05-17,11:50:58
2,111,18.12,15.47,2022-05-17,11:51:58
2,112,19.88,18.09,2022-05-17,11:52:58
2,113,10.03,1.28,2022-05-17,11:53:58
2,114,3.74,4.11,2022-05-17,11:54:58
2,115,3.63,8.24,2022-05-17,11:55:58
2,116,12.89,1.62,2022-05-17,11:56:58
2,117,1.74,7.89,2022-05-17,11:57:58
2,118,6.0,11.28,2022-05-17,11:58:58
2,119,5.91,16.16,2022-05-17,11:59:58
2,120,2.21,12.39,2022-05-17,12:00:58
2,121,16.24,8.15,2022-05-17,12:01:58
2,122,4.08,12.34,2022-05-17,12:02:58
2,123,15.32,9.83,2022-05-17,12:03:58
2,124,18.6,12.09,2022-05-17,12:04:58
2,125,7.23,16.43,2022-05-17,12:05:58
2,126,11.86,13.78,2022-05-17,12:06:58
2,127,15.65,8.71,2022-05-17,12:07:58
2,128,5.13,10.33,2022-05-17,12:08:58
2,129,5.14,5.5,2022-05-17,12:09:58
2,130,14.18,6.28,2022-05-17,12:10:58
2,131,1.44,4.23,2022-05-17,12:11:58
2,132,2.22,15.9,2022-05-17,12:12:58
2,133,12.12,17.46,2022-05-17,12:13:58
2,134,1.09,4.95,2022-05-17,12:14:58
2,135,20.4,1.08,2022-05-17,12:15:58
2,136,16.31,2.08,2022-05-17,12:16:58
2,137,18.06,4.2,2022-05-17,12:17:58
2,138,15.93,3.08,2022-05-17,12:18:58
2,139,20.16,5.17,2022-05-17,12:19:58
2,140,9.04,2.37,2022-05-17,12:20:58
2,141,4.39,15.74,2022-05-17,12:21:58
2,142,12.99,9.43,2022-05-17,12:22:58
2,143,9.26,2.94,2022-05-17,12:23:58
2,144,4.66,20.99,2022-05-17,12:24:58
2,145,16.65,17.74,2022-05-17,12:25:58
2,146,16.71,16.23,2022-05-17,12:26:58
2,147,4.41,6.45,2022-05-17,12:27:58
2,148,16.43,16.54,2022-05-17,12:28:58
2,149,5.16,12.07,2022-05-17,12:29:58
2,150,2.66,3.36,2022-05-17,12:30:58
2,151,16.98,17.93,2022-05-17,12:31:58
2,152,13.13,19.01,2022-05-17,12:32:58
2,153,4.6,18.59,2022-05-17,12:33:58
2,154,19.58,19.33,2022-05-17,12:34:58
2,155,3.83,11.42,2022-05-17,12:35:58
2,156,15.99,4.65,2022-05-17,12:36:58
2,157,19.25,9.07,2022-05-17,12:37:58
2,158,1.94,5.85,2022-05-17,12:38:58
2,159,8.19,15.51,2022-05-17,12:39:58
2,160,3.63,12.2,2022-05-17,12:40:58
3,161,5.23,10.55,2022-05-20,04:25:40
3,162,9.71,19.84,2022-05-20,04:26:40
3,163,7.01,12.06,2022-05-20,04:27:40
3,164,15.72,6.39,2022-05-20,04:28:40
3,165,6.96,4.98,2022-05-20,04:29:40
3,166,3.62,10.59,2022-05-20,04:30:40
3,167,1.39,4.64,2022-05-20,04:31:40
3,168,13.81,18.97,2022-05-20,04:32:40
3,169,9.29,15.52,2022-05-20,04:33:40
3,170,8.93,11.94,2022-05-20,04:34:40
3,171,1.42,19.17,2022-05-20,04:35:40
3,172,6.63,11.53,2022-05-20,04:36:40
3,173,13.32,17.11,2022-05-20,04:37:40
3,174,19.14,10.29,2022-05-20,04:38:40
3,175,10.9,4.02,2022-05-20,04:39:40
3,176,7.46,2.05,2022-05-20,04:40:40
3,177,10.87,1.09,2022-05-20,04:41:40
3,178,17.25,1.67,2022-05-20,04:42:40
3,179,8.34,18.66,2022-05-20,04:43:40
3,180,3.29,3.14,2022-05-20,04:44:40
3,181,12.57,13.21,2022-05-20,04:45:40
3,182,13.78,9.89,2022-05-20,04:46:40
3,183,15.95,16.92,2022-05-20,04:47:40
3,184,10.95,14.16,2022-05-20,04:48:40
3,185,15.58,1.33,2022-05-20,04:49:40
3,186,4.24,6.69,2022-05-20,04:50:40
3,187,8.07,12.4,2022-05-20,04:51:40
3,188,20.47,5.92,2022-05-20,04:52:40
3,189,11.76,2.51,2022-05-20,04:53:40
3,190,18.78,7.73,2022-05-20,04:54:40
3,191,2.62,13.72,2022-05-20,04:55:40
3,192,10.27,1.74,2022-05-20,04:56:40
3,193,14.76,17.12,2022-05-20,04:57:40
3,194,13.34,7.8,2022-05-20,04:58:40
3,195,17.59,19.71,2022-05-20,04:59:40
3,196,14.3,16.91,2022-05-20,05:00:40
3,197,12.21,14.16,2022-05-20,05:01:40
3,198,14.42,12.08,2022-05-20,05:02:40
3,199,10.3,2.27,2022-05-20,05:03:40
3,200,7.37,1.67,2022-05-20,05:04:40
3,201,14.0,6.95,2022-05-20,05:05:40
3,202,14.76,8.15,2022-05-20,05:06:40
3,203,19.83,20.86,2022-05-20,05:07:40
3,204,21.0,1.79,2022-05-20,05:08:40
3,205,9.76,13.33,2022-05-20,05:09:40
3,206,19.14,12.77,2022-05-20,05:10:40
3,207,14.78,9.31,2022-05-20,05:11:40
3,208,13.89,9.55,2022-05-20,05:12:40
3,209,8.76,16.47,2022-05-20,05:13:40
3,210,6.11,11.88,2022-05-20,05:14:40
3,211,16.15,7.23,2022-05-20,05:15:40
3,212,2.67,18.71,2022-05-20,05:16:40
3,213,4.33,18.04,2022-05-20,05:17:40
3,214,9.57,2.94,2022-05-20,05:18:40
3,215,12.36,16.26,2022-05-20,05:19:40
3,216,8.64,7.59,2022-05-20,05:20:40
3,217,15.7,8.78,2022-05-20,05:21:40
3,218,2.06,13.88,2022-05-20,05:22:40
3,219,19.02,16.4,2022-05-20,05:23:40
3,220,20.94,2.53,2022-05-20,05:24:40
4,221,1.45,6.34,2022-05-18,20:32:10
4,222,20.48,19.01,2022-05-18,20:33:10
4,223,3.55,10.45,2022-05-18,20:34:10
4,224,15.96,16.94,2022-05-18,20:35:10
4,225,16.67,18.14,2022-05-18,20:36:10
4,226,16.77,1.54,2022-05-18,20:37:10
4,227,12.7,13.81,2022-05-18,20:38:10
4,228,3.26,20.71,2022-05-18,20:39:10
4,229,12.43,20.14,2022-05-18,20:40:10
4,230,3.45,9.65,2022-05-18,20:41:10
4,231,13.88,16.07,2022-05-18,20:42:10
4,232,18.52,1.99,2022-05-18,20:43:10
4,233,14.4,14.8,2022-05-18,20:44:10
4,234,4.98,11.21,2022-05-18,20:45:10
4,235,14.56,20.82,2022-05-18,20:46:10
4,236,12.13,2.33,2022-05-18,20:47:10
4,237,7.94,10.77,2022-05-18,20:48:10
4,238,13.86,4.35,2022-05-18,20:49:10
4,239,6.48,20.01,2022-05-18,20:50:10
4,240,12.41,1.6,2022-05-18,20:51:10
4,241,14.45,5.06,2022-05-18,20:52:10
4,242,1.75,5.08,2022-05-18,20:53:10
4,243,11.64,20.57,2022-05-18,20:54:10
4,244,13.06,19.45,2022-05-18,20:55:10
4,245,16.32,7.94,2022-05-18,20:56:10
4,246,3.52,20.38,2022-05-18,20:57:10
4,247,5.05,20.11,2022-05-18,20:58:10
4,248,11.68,11.74,2022-05-18,20:59:10
4,249,9.77,6.73,2022-05-18,21:00:10
4,250,18.03,4.7,2022-05-18,21:01:10
4,251,16.16,5.04,2022-05-18,21:02:10
4,252,18.22,11.03,2022-05-18,21:03:10
4,253,8.02,15.39,2022-05-18,21:04:10
4,254,20.0,13.43,2022-05-18,21:05:10
4,255,5.2,11.21,2022-05-18,21:06:10
4,256,13.55,12.53,2022-05-18,21:07:10
4,257,11.62,19.76,2022-05-18,21:08:10
4,258,18.83,5.37,2022-05-18,21:09:10
4,259,7.8,15.51,2022-05-18,21:10:10
4,260,20.48,17.3,2022-05-18,21:11:10
4,261,18.4,12.75,2022-05-18,21:12:10
4,262,1.68,11.28,2022-05-18,21:13:10
4,263,5.05,13.8,2022-05-18,21:14:10
4,264,18.14,5.03,2022-05-18,21:15:10
4,265,18.26,14.22,2022-05-18,21:16:10
4,266,15.61,10.47,2022-05-18,21:17:10
4,267,13.24,19.88,2022-05-18,21:18:10
4,268,1.29,13.94,2022-05-18,21:19:10
4,269,7.34,7.83,2022-05-18,21:20:10
4,270,11.26,16.55,2022-05-18,21:21:10
4,271,19.63,7.04,2022-05-18,21:22:10
4,272,2.37,7.36,2022-05-18,21:23:10
4,273,9.18,18.28,2022-05-18,21:24:10
4,274,6.81,17.8,2022-05-18,21:25:10
4,275,10.8,17.86,2022-05-18,21:26:10
4,276,3.94,1.17,2022-05-18,21:27:10
4,277,16.33,4.41,2022-05-18,21:28:10
4,278,5.43,16.38,2022-05-18,21:29:10
4,279,6.41,19.94,2022-05-18,21:30:10
4,280,15.72,10.38,2022-05-18,21:31:10
4,281,16.3,6.93,2022-05-18,21:32:10
4,282,1.69,7.05,2022-05-18,21:33:10
4,283,9.21,6.12,2022-05-18,21:34:10
4,284,15.1,1.67,2022-05-18,21:35:10
4,285,9.74,9.11,2022-05-18,21:36:10
4,286,8.21,5.31,2022-05-18,21:37:10
4,287,16.39,6.1,2022-05-18,21:38:10
5,288,12.51,16.88,2022-05-16,09:26:52
5,289,20.34,1.03,2022-05-16,09:27:52
5,290,12.58,15.6,2022-05-16,09:28:52
5,291,17.5,13.49,2022-05-16,09:29:52
5,292,4.19,18.38,2022-05-16,09:30:52
5,293,15.55,11.1,2022-05-16,09:31:52
5,294,6.71,18.3,2022-05-16,09:32:52
5,295,8.38,5.79,2022-05-16,09:33:52
5,296,4.6,6.02,2022-05-16,09:34:52
5,297,11.49,16.73,2022-05-16,09:35:52
5,298,12.1,7.9,2022-05-16,09:36:52
5,299,15.97,13.03,2022-05-16,09:37:52
5,300,13.02,15.37,2022-05-16,09:38:52
5,301,12.32,18.77,2022-05-16,09:39:52
5,302,5.17,3.5,2022-05-16,09:40:52
5,303,12.04,6.37,2022-05-16,09:41:52
5,304,9.52,6.15,2022-05-16,09:42:52
5,305,1.17,18.05,2022-05-16,09:43:52
5,306,12.78,13.93,2022-05-16,09:44:52
5,307,2.52,5.8,2022-05-16,09:45:52
5,308,15.14,17.87,2022-05-16,09:46:52
5,309,11.82,17.91,2022-05-16,09:47:52
5,310,2.33,8.51,2022-05-16,09:48:52
5,311,17.51,6.19,2022-05-16,09:49:52
5,312,4.8,6.11,2022-05-16,09:50:52
5,313,2.05,5.81,2022-05-16,09:51:52
5,314,7.94,5.34,2022-05-16,09:52:52
5,315,8.31,20.0,2022-05-16,09:53:52
5,316,14.63,13.16,2022-05-16,09:54:52
5,317,19.99,12.02,2022-05-16,09:55:52
5,318,19.81,5.66,2022-05-16,09:56:52
5,319,8.74,15.71,2022-05-16,09:57:52
5,320,4.24,20.85,2022-05-16,09:58:52
5,321,4.31,5.55,2022-05-16,09:59:52
5,322,6.07,19.13,2022-05-16,10:00:52
5,323,7.66,9.37,2022-05-16,10:01:52
5,324,3.13,6.39,2022-05-16,10:02:52
5,325,9.62,16.53,2022-05-16,10:03:52
5,326,8.37,3.46,2022-05-16,10:04:52
5,327,5.67,6.27,2022-05-16,10:05:52
5,328,6.01,8.6,2022-05-16,10:06:52
5,329,2.93,5.11,2022-05-16,10:07:52
5,330,3.68,8.53,2022-05-16,10:08:52
5,331,9.44,15.43,2022-05-16,10:09:52
5,332,4.67,3.58,2022-05-16,10:10:52
5,333,5.39,17.31,2022-05-16,10:11:52
5,334,7.35,13.28,2022-05-16,10:12:52
5,335,18.55,9.71,2022-05-16,10:13:52
5,336,16.75,9.16,2022-05-16,10:14:52
5,337,1.29,3.09,2022-05-16,10:15:52
5,338,2.28,6.92,2022-05-16,10:16:52
5,339,20.19,19.19,2022-05-16,10:17:52
5,340,8.17,2.27,2022-05-16,10:18:52
5,341,17.5,12.65,2022-05-16,10:19:52
5,342,11.77,17.23,2022-05-16,10:20:52
5,343,16.87,19.86,2022-05-16,10:21:52
5,344,11.31,5.29,2022-05-16,10:22:52
5,345,7.52,6.41,2022-05-16,10:23:52
5,346,18.94,20.25,2022-05-16,10:24:52
5,347,2.94,16.29,2022-05-16,10:25:52
5,348,14.94,16.81,2022-05-16,10:26:52
5,349,12.09,10.79,2022-05-16,10:27:52
5,350,2.1,5.76,2022-05-16,10:28:52
5,351,3.79,10.8,2022-05-16,10:29:52
5,352,15.17,6.58,2022-05-16,10:30:52
5,353,19.03,8.04,2022-05-16,10:31:52
5,354,20.87,9.93,2022-05-16,10:32:52
5,355,20.82,20.58,2022-05-16,10:33:52
5,356,14.16,18.43,2022-05-16,10:34:52
5,357,4.51,8.68,2022-05-16,10:35:52
5,358,11.77,4.84,2022-05-16,10:36:52
5,359,11.81,19.68,2022-05-16,10:37:52
5,360,2.28,15.51,2022-05-16,10:38:52
5,361,10.77,10.6,2022-05-16,10:39:52
5,362,5.39,10.08,2022-05-16,10:40:52
5,363,18.95,17.37,2022-05-16,10:41:52
6,364,8.35,6.07,2022-05-18,05:03:48
6,365,6.25,10.29,2022-05-18,05:04:48
6,366,19.07,15.87,2022-05-18,05:05:48
6,367,16.47,1.68,2022-05-18,05:06:48
6,368,9.48,7.52,2022-05-18,05:07:48
6,369,6.05,9.36,2022-05-18,05:08:48
6,370,12.41,13.92,2022-05-18,05:09:48
6,371,12.68,16.74,2022-05-18,05:10:48
6,372,1.29,14.06,2022-05-18,05:11:48
6,373,12.98,14.37,2022-05-18,05:12:48
6,374,13.58,11.35,2022-05-18,05:13:48
6,375,14.98,1.54,2022-05-18,05:14:48
6,376,19.46,4.97,2022-05-18,05:15:48
6,377,7.27,2.6,2022-05-18,05:16:48
6,378,8.01,8.95,2022-05-18,05:17:48
6,379,19.88,15.12,2022-05-18,05:18:48
6,380,9.19,3.34,2022-05-18,05:19:48
6,381,3.64,7.78,2022-05-18,05:20:48
6,382,9.52,7.84,2022-05-18,05:21:48
6,383,7.54,15.42,2022-05-18,05:22:48
6,384,8.44,9.95,2022-05-18,05:23:48
6,385,11.54,8.08,2022-05-18,05:24:48
6,386,12.05,6.29,2022-05-18,05:25:48
6,387,9.84,7.66,2022-05-18,05:26:48
6,388,14.11,8.06,2022-05-18,05:27:48
6,389,15.66,7.9,2022-05-18,05:28:48
6,390,17.79,9.5,2022-05-18,05:29:48
6,391,15.04,19.04,2022-05-18,05:30:48
6,392,2.04,19.35,2022-05-18,05:31:48
6,393,16.09,20.83,2022-05-18,05:32:48
6,394,14.71,7.51,2022-05-18,05:33:48
6,395,4.22,8.78,2022-05-18,05:34:48
6,396,7.3,16.6,2022-05-18,05:35:48
6,397,12.27,15.2,2022-05-18,05:36:48
6,398,10.37,4.74,2022-05-18,05:37:48
6,399,16.97,17.17,2022-05-18,05:38:48
6,400,10.58,16.17,2022-05-18,05:39:48
6,401,4.88,17.04,2022-05-18,05:40:48
6,402,17.18,13.3,2022-05-18,05:41:48
6,403,12.19,3.74,2022-05-18,05:42:48
6,404,13.05,11.57,2022-05-18,05:43:48
6,405,9.79,11.72,2022-05-18,05:44:48
6,406,2.33,18.62,2022-05-18,05:45:48
6,407,3.73,16.95,2022-05-18,05:46:48
6,408,11.33,19.04,2022-05-18,05:47:48
6,409,17.17,13.57,2022-05-18,05:48:48
6,410,6.49,5.68,2022-05-18,05:49:48
6,411,19.56,11.32,2022-05-18,05:50:48
6,412,5.99,11.47,2022-05-18,05:51:48
6,413,11.52,16.38,2022-05-18,05:52:48
6,414,4.85,5.46,2022-05-18,05:53:48
6,415,14.96,12.2,2022-05-18,05:54:48
6,416,12.87,5.93,2022-05-18,05:55:48
6,417,8.19,3.34,2022-05-18,05:56:48
6,418,15.13,13.86,2022-05-18,05:57:48
6,419,20.15,14.69,2022-05-18,05:58:48
6,420,19.47,6.73,2022-05-18,05:59:48
6,421,17.06,10.77,2022-05-18,06:00:48
6,422,8.31,5.73,2022-05-18,06:01:48
6,423,7.36,14.65,2022-05-18,06:02:48
6,424,12.58,10.5,2022-05-18,06:03:48
6,425,12.11,20.35,2022-05-18,06:04:48
6,426,12.79,3.72,2022-05-18,06:05:48
6,427,8.06,10.11,2022-05-18,06:06:48
6,428,8.52,14.63,2022-05-18,06:07:48
7,429,4.4,10.93,2022-05-21,18:46:15
7,430,20.69,15.38,2022-05-21,18:47:15
7,431,18.75,7.39,2022-05-21,18:48:15
7,432,2.21,3.18,2022-05-21,18:49:15
7,433,20.68,12.15,2022-05-21,18:50:15
7,434,2.9,17.33,2022-05-21,18:51:15
7,435,7.59,10.7,2022-05-21,18:52:15
7,436,11.8,6.62,2022-05-21,18:53:15
7,437,15.93,1.04,2022-05-21,18:54:15
7,438,6.55,6.74,2022-05-21,18:55:15
7,439,19.25,16.88,2022-05-21,18:56:15
7,440,14.25,16.46,2022-05-21,18:57:15
7,441,9.94,12.55,2022-05-21,18:58:15
7,442,15.91,19.2,2022-05-21,18:59:15
7,443,18.0,13.31,2022-05-21,19:00:15
7,444,6.04,12.15,2022-05-21,19:01:15
7,445,20.62,18.43,2022-05-21,19:02:15
7,446,20.65,9.91,2022-05-21,19:03:15
7,447,11.49,16.67,2022-05-21,19:04:15
7,448,13.06,17.5,2022-05-21,19:05:15
7,449,3.65,2.0,2022-05-21,19:06:15
7,450,1.84,20.2,2022-05-21,19:07:15
7,451,10.94,18.05,2022-05-21,19:08:15
7,452,9.37,10.61,2022-05-21,19:09:15
7,453,6.87,6.0,2022-05-21,19:10:15
7,454,11.87,11.06,2022-05-21,19:11:15
7,455,18.89,18.93,2022-05-21,19:12:15
7,456,2.4,6.83,2022-05-21,19:13:15
7,457,9.72,4.56,2022-05-21,19:14:15
7,458,6.45,8.99,2022-05-21,19:15:15
7,459,10.73,1.29,2022-05-21,19:16:15
7,460,17.45,2.59,2022-05-21,19:17:15
7,461,5.13,8.97,2022-05-21,19:18:15
7,462,14.4,1.73,2022-05-21,19:19:15
7,463,11.92,13.88,2022-05-21,19:20:15
7,464,16.85,15.03,2022-05-21,19:21:15
7,465,20.35,15.26,2022-05-21,19:22:15
7,466,4.08,7.3,2022-05-21,19:23:15
7,467,15.11,12.82,2022-05-21,19:24:15
7,468,19.15,11.18,2022-05-21,19:25:15
7,469,14.05,16.53,2022-05-21,19:26:15
7,470,8.43,12.71,2022-05-21,19:27:15
7,471,15.46,5.02,2022-05-21,19:28:15
7,472,8.07,8.16,2022-05-21,19:29:15
7,473,2.3,5.64,2022-05-21,19:30:15
7,474,18.45,16.17,2022-05-21,19:31:15
7,475,5.42,4.57,2022-05-21,19:32:15
7,476,8.65,18.59,2022-05-21,19:33:15
7,477,15.71,1.2,2022-05-21,19:34:15
7,478,14.37,3.0,2022-05-21,19:35:15
8,479,13.25,8.46,2022-05-15,13:02:17
8,480,9.96,8.04,2022-05-15,13:03:17
8,481,1.29,17.03,2022-05-15,13:04:17
8,482,18.92,3.48,2022-05-15,13:05:17
8,483,2.3,12.9,2022-05-15,13:06:17
8,484,16.38,17.65,2022-05-15,13:07:17
8,485,1.94,2.71,2022-05-15,13:08:17
8,486,11.77,19.71,2022-05-15,13:09:17
8,487,14.05,7.46,2022-05-15,13:10:17
8,488,16.86,16.1,2022-05-15,13:11:17
8,489,20.04,6.66,2022-05-15,13:12:17
8,490,9.48,12.76,2022-05-15,13:13:17
8,491,6.65,8.59,2022-05-15,13:14:17
8,492,3.55,8.41,2022-05-15,13:15:17
8,493,18.63,2.09,2022-05-15,13:16:17
8,494,13.72,3.16,2022-05-15,13:17:17
8,495,20.24,17.43,2022-05-15,13:18:17
8,496,9.14,9.07,2022-05-15,13:19:17
8,497,6.32,5.88,2022-05-15,13:20:17
8,498,8.35,9.07,2022-05-15,13:21:17
8,499,18.09,3.06,2022-05-15,13:22:17
8,500,17.82,2.03,2022-05-15,13:23:17
8,501,7.73,12.08,2022-05-15,13:24:17
8,502,11.45,9.24,2022-05-15,13:25:17
8,503,6.32,12.58,2022-05-15,13:26:17
8,504,11.9,9.02,2022-05-15,13:27:17
8,505,7.44,4.21,2022-05-15,13:28:17
8,506,19.86,4.75,2022-05-15,13:29:17
8,507,15.21,9.03,2022-05-15,13:30:17
8,508,1.06,1.39,2022-05-15,13:31:17
8,509,6.31,3.52,2022-05-15,13:32:17
8,510,19.55,20.42,2022-05-15,13:33:17
8,511,11.05,8.89,2022-05-15,13:34:17
8,512,18.03,12.77,2022-05-15,13:35:17
8,513,14.88,3.46,2022-05-15,13:36:17
8,514,20.64,5.64,2022-05-15,13:37:17
8,515,15.53,19.53,2022-05-15,13:38:17
8,516,1.96,2.5,2022-05-15,13:39:17
8,517,9.21,13.32,2022-05-15,13:40:17
8,518,6.16,14.86,2022-05-15,13:41:17
8,519,7.82,2.48,2022-05-15,13:42:17
8,520,11.48,5.47,2022-05-15,13:43:17
8,521,16.5,7.94,2022-05-15,13:44:17
8,522,18.62,5.4,2022-05-15,13:45:17
8,523,18.65,17.36,2022-05-15,13:46:17
8,524,20.12,4.65,2022-05-15,13:47:17
8,525,7.28,13.98,2022-05-15,13:48:17
8,526,1.05,4.21,2022-05-15,13:49:17
8,527,13.28,18.77,2022-05-15,13:50:17
8,528,12.37,6.29,2022-05-15,13:51:17
8,529,19.78,5.76,2022-05-15,13:52:17
8,530,3.36,10.75,2022-05-15,13:53:17
8,531,1.48,5.09,2022-05-15,13:54:17
8,532,7.67,6.24,2022-05-15,13:55:17
8,533,8.47,13.76,2022-05-15,13:56:17
8,534,16.87,19.66,2022-05-15,13:57:17
8,535,17.5,15.29,2022-05-15,13:58:17
8,536,14.3,20.12,2022-05-15,13:59:17
8,537,12.42,16.3,2022-05-15,14:00:17
8,538,3.4,6.87,2022-05-15,14:01:17
8,539,14.87,16.29,2022-05-15,14:02:17
8,540,6.41,17.11,2022-05-15,14:03:17
8,541,9.12,19.36,2022-05-15,14:04:17
8,542,5.99,19.89,2022-05-15,14:05:17
8,543,18.33,1.78,2022-05-15,14:06:17
8,544,13.87,17.45,2022-05-15,14:07:17
8,545,17.19,4.82,2022-05-15,14:08:17
8,546,1.13,3.85,2022-05-15,14:09:17
8,547,20.06,20.75,2022-05-15,14:10:17
8,548,10.59,10.26,2022-05-15,14:11:17
8,549,18.41,6.82,2022-05-15,14:12:17
8,550,13.26,6.95,2022-05-15,14:13:17
8,551,17.52,15.48,2022-05-15,14:14:17
8,552,7.23,16.77,2022-05-15,14:15:17
8,553,8.58,2.02,2022-05-15,14:16:17
8,554,14.21,7.53,2022-05-15,14:17:17
8,555,11.52,1.16,2022-05-15,14:18:17
8,556,15.76,5.62,2022-05-15,14:19:17
8,557,11.22,14.52,2022-05-15,14:20:17
8,558,1.35,2.23,2022-05-15,14:21:17
